frame,epoch time,sensor T,target T,drive T,df/f,time_s,sensor TF
137,2021-12-20 12:30:39.822629888,21.105454545454545,22.0,18.14909090909091,0.047697,13.725131775999992,21.10737219819509
138,2021-12-20 12:30:39.964582400,21.08285714285714,22.0,18.35408163265306,0.045507,13.867084287999992,21.110599858638974
139,2021-12-20 12:30:40.043942144,20.98,22.0,18.4,0.042372,13.946444031999992,21.113799846797153
140,2021-12-20 12:30:40.099051520,21.131836734693877,22.0,18.242857142857144,0.042814,14.001553407999992,21.11697234458637
141,2021-12-20 12:30:40.203134720,21.16382978723404,22.0,18.214893617021275,0.043668,14.105636607999992,21.12011758451906
142,2021-12-20 12:30:40.327565824,21.156,22.0,18.236444444444444,0.04108,14.230067711999991,21.123235848193268
143,2021-12-20 12:30:40.486878976,21.122040816326532,22.0,18.255102040816325,0.045542,14.38938086399999,21.12632746473296
144,2021-12-20 12:30:40.573299712,20.98,22.0,18.26,0.039406,14.475801599999992,21.129392809180334
145,2021-12-20 12:30:40.611149056,21.137714285714285,22.0,18.52,0.031314,14.513650943999991,21.132432300841657
146,2021-12-20 12:30:40.700446464,21.077959183673467,22.0,18.365714285714287,0.039227,14.602948351999991,21.13544640158821
147,2021-12-20 12:30:40.806088704,21.170909090909092,22.0,18.324545454545454,0.0335,14.708590591999991,21.138435614114023
148,2021-12-20 12:30:40.937339136,21.185714285714283,22.0,18.337142857142858,0.032451,14.839841023999991,21.141400480152004
149,2021-12-20 12:30:41.028960000,21.219999999999995,22.0,18.341333333333335,0.03885,14.93146188799999,21.144341578650295
150,2021-12-20 12:30:41.099699968,21.22,22.0,18.367291666666667,0.036427,15.00220185599999,21.14725952391059
151,2021-12-20 12:30:41.203290112,21.15,22.0,18.38416666666667,0.03141,15.10579199999999,21.150154963690383
152,2021-12-20 12:30:41.320931840,21.118666666666666,22.0,18.566,0.029506,15.223433727999991,21.153028577271034
153,2021-12-20 12:30:41.463900416,21.185714285714283,22.0,18.48857142857143,0.032644,15.36640230399999,21.15588107349384
154,2021-12-20 12:30:41.542777344,21.22,22.0,18.43,0.03679,15.44527923199999,21.158713188766328
155,2021-12-20 12:30:41.599385344,21.210204081632654,22.0,18.453469387755103,0.032283,15.50188723199999,21.161525685041035
156,2021-12-20 12:30:41.701295872,21.172,22.0,18.466444444444445,0.03427,15.60379775999999,21.1643193477694
157,2021-12-20 12:30:41.820064256,21.176363636363636,22.0,18.484545454545454,0.033298,15.722566143999991,21.167094983833188
158,2021-12-20 12:30:41.973754880,21.205306122448977,22.0,18.496530612244896,0.026674,15.87625676799999,21.169853419456288
159,2021-12-20 12:30:42.059692800,21.22,22.0,18.5,0.042327,15.96219468799999,21.172595498099728
160,2021-12-20 12:30:42.106161920,21.173170731707316,22.0,18.52731707317073,0.03376,16.00866380799999,21.17532207834292
161,2021-12-20 12:30:42.203264768,21.18081632653061,22.0,18.542244897959186,0.038783,16.10576665599999,21.17803403175428
162,2021-12-20 12:30:42.313905920,21.18822222222222,22.0,18.563333333333333,0.043426,16.21640780799999,21.180732240754505
163,2021-12-20 12:30:42.444975360,21.22,22.0,18.576041666666665,0.04306,16.34747724799999,21.183417596475913
164,2021-12-20 12:30:42.531235072,21.22,22.0,18.587142857142855,0.026745,16.43373695999999,21.186090996621395
165,2021-12-20 12:30:42.598967552,21.220612244897957,22.0,18.60591836734694,0.037096,16.50146943999999,21.188753343326585
166,2021-12-20 12:30:42.697217024,21.169767441860465,22.0,18.74372093023256,0.040218,16.59971891199999,21.191405541028978
167,2021-12-20 12:30:42.824745984,21.205306122448977,22.0,18.729795918367348,0.032067,16.72724787199999,21.194048494347797
168,2021-12-20 12:30:42.985748992,21.204347826086956,22.0,18.651304347826088,0.043328,16.88825087999999,21.19668310597856
169,2021-12-20 12:30:43.045666048,21.203393425238602,22.0,18.672481442205726,0.036485,16.94816793599999,21.19931027460637
170,2021-12-20 12:30:43.105583360,21.202439024390245,22.0,18.693658536585364,0.040331,17.00808524799999,21.201930892841936
171,2021-12-20 12:30:43.203621376,21.195510204081632,22.0,18.705714285714286,0.042915,17.10612326399999,21.204545845184526
172,2021-12-20 12:30:43.312653056,21.22,22.0,18.72365853658537,0.036077,17.21515494399999,21.20715600601589
173,2021-12-20 12:30:43.449727488,21.22,22.0,18.735714285714284,0.037403,17.35222937599999,21.20976223762941
174,2021-12-20 12:30:43.543138816,21.22,22.0,18.74,0.037296,17.445640703999988,21.21236538829866
175,2021-12-20 12:30:43.604011520,21.22,22.0,18.766190476190477,0.036697,17.50651340799999,21.214966290389544
176,2021-12-20 12:30:43.701727744,21.22,22.0,18.78061224489796,0.039185,17.60422963199999,21.217565758520195
177,2021-12-20 12:30:43.815647744,21.231627906976744,22.0,18.802093023255814,0.031945,17.71814963199999,21.220164587772796
178,2021-12-20 12:30:43.961754368,21.23530612244898,22.0,18.815306122448977,0.032943,17.86425625599999,21.222763551961435
179,2021-12-20 12:30:44.054250496,21.22,22.0,18.82,0.036695,17.95675238399999,21.225363401960063
